4/11/2024,7:50:33 AM,152.6,140.2,113.7,23.2
4/11/2024,7:50:35 AM,152.4,140,113.5,23.2
4/11/2024,7:50:37 AM,152.3,140,113.2,22.9
4/11/2024,7:50:39 AM,152.3,139.8,113,23.1
4/11/2024,7:50:41 AM,152.1,139.6,112.8,23.1
4/11/2024,7:50:43 AM,152.1,139.6,112.5,23.1
4/11/2024,7:50:45 AM,151.9,139.4,112.2,23.5
4/11/2024,7:50:47 AM,151.8,139.4,111.9,23
4/11/2024,7:50:49 AM,151.8,139.3,111.9,23.1
4/11/2024,7:50:51 AM,151.6,139.1,111.7,22.4
4/11/2024,7:50:53 AM,151.6,139.1,111.4,22.4
4/11/2024,7:50:55 AM,151.4,138.9,111.1,22.4
4/11/2024,7:50:57 AM,151.4,138.9,110.8,22.6
4/11/2024,7:50:59 AM,151.3,138.7,110.8,22.5
4/11/2024,7:51:01 AM,151.3,138.7,110.6,22.9
4/11/2024,7:51:03 AM,151.1,138.6,110.3,22.4
4/11/2024,7:51:05 AM,151.1,138.6,110.1,22.4
4/11/2024,7:51:07 AM,150.9,138.4,110.1,22.1
4/11/2024,7:51:09 AM,150.9,138.4,109.8,22.3
4/11/2024,7:51:11 AM,150.8,138.3,109.6,22.3
4/11/2024,7:51:13 AM,150.8,138.3,109.4,22.3
4/11/2024,7:51:15 AM,150.6,138.1,109.1,22.3
4/11/2024,7:51:17 AM,150.6,138.1,109.1,22.2
4/11/2024,7:51:19 AM,150.4,137.9,108.9,22.2
4/11/2024,7:51:21 AM,150.4,137.9,108.7,22.4
4/11/2024,7:51:23 AM,150.4,137.8,108.4,22.1
4/11/2024,7:51:25 AM,150.3,137.8,108.2,22.3
4/11/2024,7:51:27 AM,150.3,137.8,108.2,22.6
4/11/2024,7:51:29 AM,150.2,137.7,108.1,22.8
4/11/2024,7:51:31 AM,150.2,137.7,107.8,22.3
4/11/2024,7:51:33 AM,150,137.5,107.6,22.2
4/11/2024,7:51:35 AM,150,137.5,107.6,22.2
4/11/2024,7:51:37 AM,150,137.5,107.4,21.9
4/11/2024,7:51:39 AM,149.8,137.5,107.2,21.9
4/11/2024,7:51:41 AM,149.8,137.7,107.2,21.9
4/11/2024,7:51:43 AM,149.7,137.7,107,21.9
4/11/2024,7:51:45 AM,149.7,137.7,107,22.2
4/11/2024,7:51:47 AM,149.5,137.7,106.8,22.2
4/11/2024,7:51:49 AM,149.5,137.7,106.6,21.8
4/11/2024,7:51:51 AM,149.5,137.7,106.4,21.8
4/11/2024,7:51:53 AM,149.3,137.6,106.4,22.5
4/11/2024,7:51:55 AM,149.3,137.6,106.2,22.5
4/11/2024,7:51:57 AM,149.2,137.6,106.2,22.8
4/11/2024,7:51:59 AM,149.2,137.4,106,22.6
4/11/2024,7:52:01 AM,149.1,137.4,105.8,22
4/11/2024,7:52:03 AM,149.1,137.4,105.8,22
4/11/2024,7:52:05 AM,148.9,137.4,105.6,22
4/11/2024,7:52:07 AM,148.9,137.4,105.4,22.4
4/11/2024,7:52:09 AM,148.9,137.2,105.4,22.4
4/11/2024,7:52:11 AM,148.8,137.2,105.2,22.4
4/11/2024,7:52:13 AM,148.6,137.1,105.2,22.4
4/11/2024,7:52:15 AM,148.6,137.1,105.1,22.4
4/11/2024,7:52:17 AM,148.6,137.1,104.9,22.4
4/11/2024,7:52:19 AM,148.5,136.9,104.9,22.4
4/11/2024,7:52:21 AM,148.5,136.9,104.7,22.5
4/11/2024,7:52:23 AM,148.3,136.8,104.5,22.7
4/11/2024,7:52:25 AM,148.3,136.8,104.5,22.6
4/11/2024,7:52:27 AM,148.2,136.8,104.3,22.6
4/11/2024,7:52:29 AM,148.2,136.6,104.3,22.6
4/11/2024,7:52:31 AM,148,136.6,104.2,22.3
4/11/2024,7:52:33 AM,148,136.6,104,22.4
4/11/2024,7:52:35 AM,148,136.4,104,22.4
4/11/2024,7:52:37 AM,147.9,136.4,103.8,22.4
4/11/2024,7:52:39 AM,147.7,136.3,103.8,23
4/11/2024,7:52:41 AM,147.7,136.3,103.7,23
4/11/2024,7:52:43 AM,147.7,136.3,103.7,22.6
4/11/2024,7:52:45 AM,147.6,136.2,103.4,22.3
4/11/2024,7:52:47 AM,147.6,136.2,103.3,22.6
