4/11/2024,7:22:45 AM,147.3,147.4,70.2, -OL
4/11/2024,7:22:47 AM,146.7,147.6,70.2, -OL
4/11/2024,7:22:49 AM,145.9,147.6,70, -OL
4/11/2024,7:22:51 AM,144.6,147.6,70, -OL
4/11/2024,7:22:53 AM,143.2,147.7,69.9, -OL
4/11/2024,7:22:55 AM,142.6,147.7,69.9, -OL
4/11/2024,7:22:57 AM,141.3,147.7,69.7, -OL
4/11/2024,7:22:59 AM,140.1,147.7,69.7, -OL
4/11/2024,7:23:01 AM,139.5,147.8,69.6, -OL
4/11/2024,7:23:03 AM,138.3,147.8,69.4, -OL
4/11/2024,7:23:05 AM,137.3,147.8,69.4, -OL
4/11/2024,7:23:07 AM,136.7,147.8,69.4, -OL
4/11/2024,7:23:09 AM,135.7,147.8,69.3, -OL
4/11/2024,7:23:11 AM,135.2,147.8,69.3, -OL
4/11/2024,7:23:13 AM,134.2,147.8,69.3, -OL
4/11/2024,7:23:15 AM,133.3,147.8,69.1, -OL
4/11/2024,7:23:17 AM,132.8,147.8,69.1, -OL
4/11/2024,7:23:19 AM,131.9,147.8,69.1, -OL
4/11/2024,7:23:21 AM,131.1,147.8,68.9, -OL
4/11/2024,7:23:23 AM,130.7,147.8,68.9, -OL
4/11/2024,7:23:25 AM,129.8,147.8,68.9, -OL
4/11/2024,7:23:27 AM,129.1,147.8,68.9, -OL
4/11/2024,7:23:29 AM,128.7,147.8,68.8, -OL
4/11/2024,7:23:31 AM,127.9,147.8,68.8, -OL
4/11/2024,7:23:33 AM,127.2,147.7,68.7, -OL
4/11/2024,7:23:35 AM,126.8,147.7,68.7, -OL
4/11/2024,7:23:37 AM,126.2,147.7,68.7, -OL
4/11/2024,7:23:39 AM,125.8,147.7,68.7, -OL
4/11/2024,7:23:41 AM,125.2,147.7,68.6, -OL
4/11/2024,7:23:43 AM,124.5,147.6,68.6, -OL
4/11/2024,7:23:45 AM,124.2,147.6,68.6, -OL
4/11/2024,7:23:47 AM,123.6,147.6,68.4, -OL
4/11/2024,7:23:49 AM,122.9,147.4,68.4, -OL
4/11/2024,7:23:51 AM,122.5,147.4,68.4, -OL
4/11/2024,7:23:53 AM,122.1,147.4,68.4, -OL
4/11/2024,7:23:55 AM,121.7,147.4,68.3, -OL
4/11/2024,7:23:57 AM,121.3,147.3,68.3, -OL
4/11/2024,7:23:59 AM,120.8,147.3,68.3, -OL
4/11/2024,7:24:01 AM,120.4,147.3,68.3, -OL
4/11/2024,7:24:03 AM,120.1,147.2,68.2, -OL
4/11/2024,7:24:05 AM,119.7,147.2,68.2, -OL
4/11/2024,7:24:07 AM,119.3,147.2,68.2, -OL
4/11/2024,7:24:09 AM,118.6,147,68.2, -OL
4/11/2024,7:24:11 AM,118.3,147,68.2, -OL
4/11/2024,7:24:13 AM,118.3,147.3,67.1, -OL
4/11/2024,7:24:15 AM,119.1,146.9,67.6, -OL
4/11/2024,7:24:17 AM,118.6, -OL,67.6, -OL
4/11/2024,7:24:19 AM,118.3, -OL,69.1, -OL
4/11/2024,7:24:21 AM,117.9, -OL,69.4, -OL
4/11/2024,7:24:23 AM,117.5,295.4,69.7, -OL
4/11/2024,7:24:25 AM,117.2,391.5,69.7, -OL
4/11/2024,7:24:27 AM,116.8,486,69.7, -OL
4/11/2024,7:24:29 AM,116.4,541.7,69.7, -OL
4/11/2024,7:24:31 AM,115.9,601,69.8, -OL
4/11/2024,7:24:33 AM,115.6,631.4,69.8, -OL
4/11/2024,7:24:35 AM,114.8,613.7,69.8, -OL
4/11/2024,7:24:37 AM,114.5,602.9,69.8, -OL
4/11/2024,7:24:39 AM,114.2,657.3,70, -OL
4/11/2024,7:24:41 AM,113.8,665.6,70, -OL
4/11/2024,7:24:43 AM,113.4,610.6,70.1, -OL
4/11/2024,7:24:45 AM,113.2,545.9,70.1, -OL
4/11/2024,7:24:47 AM,112.9,478.3,70.1, -OL
4/11/2024,7:24:49 AM,112.6,410.3,70.3, -OL
4/11/2024,7:24:51 AM,112.4,360.6,70.3, -OL
4/11/2024,7:24:53 AM,112.1,450.1,70.3, -OL
4/11/2024,7:24:55 AM,111.8,481.7,70.3, -OL
4/11/2024,7:24:57 AM,111.3,455.1,70.4, -OL
4/11/2024,7:24:59 AM,111.3,406.2,70.4, -OL
4/11/2024,7:25:01 AM,111.1,377.4,70.6, -OL
4/11/2024,7:25:03 AM,110.6,342.9,70.6, -OL
4/11/2024,7:25:05 AM,110.3,303.7,70.6, -OL
4/11/2024,7:25:07 AM,110.1,288.8,70.7, -OL
4/11/2024,7:25:09 AM,110.1,275.1,70.7, -OL
4/11/2024,7:25:11 AM,109.5,251.4,70.9, -OL
4/11/2024,7:25:13 AM,109.3,223.9,70.9, -OL
4/11/2024,7:25:15 AM,109.1,206.5,71.1, -OL
4/11/2024,7:25:17 AM,108.8,197.6,71.1, -OL
4/11/2024,7:25:19 AM,108.8,176.3,71.1, -OL
4/11/2024,7:25:21 AM,108.6,178.3,71.2, -OL
4/11/2024,7:25:23 AM,108.3,162.1,71.2, -OL
4/11/2024,7:25:25 AM,108.1,145.8,71.3, -OL
4/11/2024,7:25:27 AM,107.8,123.9,71.3, -OL
