4/11/2024,7:31:31 AM,133.2,115.3,80.6, -OL
4/11/2024,7:31:33 AM,137.4,115.7,80.3, -OL
4/11/2024,7:31:35 AM,139.2,116,79.9, -OL
4/11/2024,7:31:37 AM,139.8,116.3,79.8, -OL
4/11/2024,7:31:39 AM,140.1,116.7,79.8, -OL
4/11/2024,7:31:41 AM,139.4,117.1,79.6, -OL
4/11/2024,7:31:43 AM,138.8,117.3,79.6, -OL
4/11/2024,7:31:45 AM,137.6,117.7,79.4, -OL
4/11/2024,7:31:47 AM,136.8,117.7,79.2, -OL
4/11/2024,7:31:49 AM,135.4,117.9,79, -OL
4/11/2024,7:31:51 AM,134.7,118.2,79, -OL
4/11/2024,7:31:53 AM,133.2,118.4,78.8, -OL
4/11/2024,7:31:55 AM,131.8,118.4,78.8, -OL
4/11/2024,7:31:57 AM,131.2,118.7,78.7, -OL
4/11/2024,7:31:59 AM,129.8,118.8,78.7, -OL
4/11/2024,7:32:01 AM,129.2,119.1,78.7, -OL
4/11/2024,7:32:03 AM,128.1,119.1,78.7, -OL
4/11/2024,7:32:05 AM,127.4,119.3,78.7, -OL
4/11/2024,7:32:07 AM,126.3,119.6,78.5, -OL
4/11/2024,7:32:09 AM,125.8,119.8,78.5, -OL
4/11/2024,7:32:11 AM,124.8,119.8,78.4, -OL
4/11/2024,7:32:13 AM,123.9,120,78.4, -OL
4/11/2024,7:32:15 AM,123.4,120.3,78.4, -OL
4/11/2024,7:32:17 AM,122.6,120.4,78.2, -OL
4/11/2024,7:32:19 AM,122.2,120.7,78.1, -OL
4/11/2024,7:32:21 AM,121.3,120.7,78.1, -OL
4/11/2024,7:32:23 AM,120.9,120.9,77.9, -OL
4/11/2024,7:32:25 AM,120.2,121.1,77.9, -OL
4/11/2024,7:32:27 AM,119.5,121.3,77.9, -OL
4/11/2024,7:32:29 AM,119.2,121.5,77.8, -OL
4/11/2024,7:32:31 AM,118.5,121.5,77.8, -OL
4/11/2024,7:32:33 AM,118.2,121.7,77.6, -OL
4/11/2024,7:32:35 AM,117.6,121.9,77.4, -OL
4/11/2024,7:32:37 AM,117.3,121.9,77.4, -OL
4/11/2024,7:32:39 AM,116.8,122.1,77.4, -OL
4/11/2024,7:32:41 AM,116.4,122.1,77.2, -OL
4/11/2024,7:32:43 AM,116.1,122.3,77.2, -OL
4/11/2024,7:32:45 AM,115.7,122.4,77.1, -OL
4/11/2024,7:32:47 AM,115.3,122.4,77.1, -OL
4/11/2024,7:32:49 AM,114.9,122.7,76.9, -OL
4/11/2024,7:32:51 AM,114.6,122.7,76.9, -OL
4/11/2024,7:32:53 AM,114.2,122.8,76.8, -OL
4/11/2024,7:32:55 AM,113.6,122.8,76.8, -OL
4/11/2024,7:32:57 AM,113.3,122.9,76.8, -OL
4/11/2024,7:32:59 AM,112.9,122.9,76.6, -OL
4/11/2024,7:33:01 AM,112.7,123.1,76.6, -OL
4/11/2024,7:33:03 AM,112.4,123.1,76.4, -OL
4/11/2024,7:33:05 AM,112.1,123.1,76.4, -OL
4/11/2024,7:33:07 AM,111.8,123.3,76.4, -OL
4/11/2024,7:33:09 AM,111.6,123.3,76.3, -OL
4/11/2024,7:33:11 AM,111.3,123.4,76.3, -OL
4/11/2024,7:33:13 AM,111.1,123.4,76.3, -OL
4/11/2024,7:33:15 AM,110.8,123.4,76.1, -OL
4/11/2024,7:33:17 AM,110.6,123.4,76.1, -OL
4/11/2024,7:33:19 AM,110.3,123.6,76, -OL
4/11/2024,7:33:21 AM,110.1,123.6,76, -OL
4/11/2024,7:33:23 AM,109.8,123.6,76, -OL
4/11/2024,7:33:25 AM,109.5,123.6,75.8, -OL
4/11/2024,7:33:27 AM,109.5,123.7,75.8, -OL
4/11/2024,7:33:29 AM,109.2,123.7,75.8, -OL
4/11/2024,7:33:31 AM,109,123.7,75.7, -OL
4/11/2024,7:33:33 AM,108.8,123.7,75.7, -OL
4/11/2024,7:33:35 AM,108.5,123.7,75.7, -OL
4/11/2024,7:33:37 AM,108.5,123.7,75.7, -OL
4/11/2024,7:33:39 AM,108.3,123.7,75.7, -OL
4/11/2024,7:33:41 AM,108,123.7,75.6, -OL
4/11/2024,7:33:43 AM,107.8,123.7,75.6, -OL
4/11/2024,7:33:45 AM,107.6,123.8,75.6, -OL
