4/11/2024,7:55:28 AM,122.8,135.4,100.6,26.9
4/11/2024,7:55:30 AM,122.8,135.4,100.6,26.9
4/11/2024,7:55:32 AM,122.4,135.4,100.3,27.2
4/11/2024,7:55:34 AM,122.1,135.6,100.1,27.5
4/11/2024,7:55:36 AM,121.8,135.6,99.8,27.2
4/11/2024,7:55:38 AM,121.5,135.6,99.6,27.1
4/11/2024,7:55:40 AM,121.3,135.6,99.3,27.1
4/11/2024,7:55:42 AM,121.3,135.6,99.1,27.1
4/11/2024,7:55:44 AM,121.1,135.6,98.7,27.1
4/11/2024,7:55:46 AM,120.8,135.6,98.4,27.1
4/11/2024,7:55:48 AM,120.6,135.4,98.1,27.1
4/11/2024,7:55:50 AM,120.3,135.4,98.1,27.1
4/11/2024,7:55:52 AM,120.2,135.4,97.9,27.3
4/11/2024,7:55:54 AM,119.9,135.3,97.6,27.6
4/11/2024,7:55:56 AM,119.7,135.3,97.3,27.6
4/11/2024,7:55:58 AM,119.4,135.1,97.1,27.6
4/11/2024,7:56:00 AM,119.4,134.9,96.7,26.8
4/11/2024,7:56:02 AM,118.9,134.9,96.7,26.6
4/11/2024,7:56:04 AM,118.9,134.7,96.6,26.2
4/11/2024,7:56:06 AM,118.7,134.7,96.3,26.2
4/11/2024,7:56:08 AM,118.5,134.5,96.1,26.1
4/11/2024,7:56:10 AM,118.3,134.5,96.1,26.1
4/11/2024,7:56:12 AM,118.3,134.3,95.8,26.1
4/11/2024,7:56:14 AM,118.1,134.2,95.6,26.2
4/11/2024,7:56:16 AM,117.8,134.2,95.4,26.9
4/11/2024,7:56:18 AM,117.6,133.9,95.1,27.2
4/11/2024,7:56:20 AM,117.4,133.8,94.9,27.2
4/11/2024,7:56:22 AM,117.1,133.6,94.9,27.2
4/11/2024,7:56:24 AM,116.9,133.6,94.7,27.3
4/11/2024,7:56:26 AM,116.9,133.4,94.5,27.6
4/11/2024,7:56:28 AM,116.7,133.2,94.3,27.8
4/11/2024,7:56:30 AM,116.5,133,94.1,28
4/11/2024,7:56:32 AM,116.3,132.8,94.1,28
4/11/2024,7:56:34 AM,116.3,132.8,93.9,28
